code_metier;nom_inventaire;code_inventaire;nom_etablissement;adresse;code_postal;code_insee;nom_commune;code_departement;nom_departement;code_region;nom_region;etat_activite;nature_localisation;x_wgs84;y_wgs84;fiche_risque
SSP3894129;BASIAS;IDF9305090;"GARAGE ; DLI";15 boulevard JEAN JAURES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3370097;48.91417;https://fiches-risques.brgm.fr/georisques/casias/SSP3894129
SSP3894130;BASIAS;IDF9305091;CONSTRUCTIONS MECANIQUES;95 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3445396;48.904583;https://fiches-risques.brgm.fr/georisques/casias/SSP3894130
SSP3894132;BASIAS;IDF9305093;FABRICATION DE TRANSPORTEURS MECANIQUES;92 rue ARAGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3212414;48.901073;https://fiches-risques.brgm.fr/georisques/casias/SSP3894132
SSP3894133;BASIAS;IDF9305094;CONTRUCTION DE MACHINES;96 avenue PRESIDENT WILSON;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.359287;48.907207;https://fiches-risques.brgm.fr/georisques/casias/SSP3894133
SSP3894134;BASIAS;IDF9305095;FABRICATION DE MACHINES A IMPRIMER;149 avenue PRESIDENT WILSON;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3572962;48.90952;https://fiches-risques.brgm.fr/georisques/casias/SSP3894134
SSP3894135;BASIAS;IDF9305096;MECANIQUE;23 rue CARTIER BRESSON;93500;93055;PANTIN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.39718;48.903522;https://fiches-risques.brgm.fr/georisques/casias/SSP3894135
SSP3894136;BASIAS;IDF9305097;DECOLLETAGE;87 avenue JEAN JAURES;93320;93057;LES PAVILLONS SOUS BOIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.5024943;48.90528;https://fiches-risques.brgm.fr/georisques/casias/SSP3894136
SSP3894137;BASIAS;IDF9305098;MECANIQUE ET OUTILLAGE DE PRECISION;8 Allée AVENIR;93320;93057;LES PAVILLONS SOUS BOIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.507249;48.911415;https://fiches-risques.brgm.fr/georisques/casias/SSP3894137
SSP3894138;BASIAS;IDF9305099;STATION SERVICE;118 avenue ARISTIDE BRIAND;93320;93057;LES PAVILLONS SOUS BOIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.502015;48.908844;https://fiches-risques.brgm.fr/georisques/casias/SSP3894138
SSP3894139;BASIAS;IDF9305100;IMPRIMERIE;149 avenue ARISTIDE BRIAND;93320;93057;LES PAVILLONS SOUS BOIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.5074084;48.910103;https://fiches-risques.brgm.fr/georisques/casias/SSP3894139
SSP3894140;BASIAS;IDF9305101;"COMBUSTIBLES FIOUL, BOIS, CHARBON";256 avenue ARISTIDE BRIAND;93320;93057;LES PAVILLONS SOUS BOIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.5148594;48.910732;https://fiches-risques.brgm.fr/georisques/casias/SSP3894140
SSP3894141;BASIAS;IDF9305102;FABRICATION DE SALAISONS;78 avenue ARISTIDE BRIAND;93320;93057;LES PAVILLONS SOUS BOIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4977155;48.908157;https://fiches-risques.brgm.fr/georisques/casias/SSP3894141
SSP3894142;BASIAS;IDF9305103;MECANIQUE;2 rue CHASSAGNOLLE;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4151824;48.874977;https://fiches-risques.brgm.fr/georisques/casias/SSP3894142
SSP3894143;BASIAS;IDF9305104;CONSTRUCTIONS MECANIQUES;12 boulevard FELIX FAURE;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3573625;48.93842;https://fiches-risques.brgm.fr/georisques/casias/SSP3894143
SSP3894145;BASIAS;IDF9305106;FABRICATION DE BOUGIES D'ALLUMAGE;124 bis rue PARIS;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3571317;48.941425;https://fiches-risques.brgm.fr/georisques/casias/SSP3894145
SSP3894158;BASIAS;IDF9305119;FABRICATION DE MOTEURS;81 rue PARIS;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4123938;48.8791;https://fiches-risques.brgm.fr/georisques/casias/SSP3894158
SSP3894146;BASIAS;IDF9305107;FABRICATION DE DISTRIBUTEURS D'ESSENCE;18 rue UNION;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.383917;48.928474;https://fiches-risques.brgm.fr/georisques/casias/SSP3894146
SSP3894147;BASIAS;IDF9305108;"TRAVAIL DES METAUX ; FABRICATION DE PULVERISATEURS";19 rue AVENIR;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.41481;48.88103;https://fiches-risques.brgm.fr/georisques/casias/SSP3894147
SSP3894148;BASIAS;IDF9305109;EMPLOI DE MATIERES PLASTIQUES ET DECOUPAGE DES METAUX ET ALLIAGES;31 avenue HENRI BARBUSSE;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4151103;48.881344;https://fiches-risques.brgm.fr/georisques/casias/SSP3894148
SSP3894149;BASIAS;IDF9305110;TRAVAIL DES METAUX;91 rue HENRI BARBUSSE;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4187696;48.884373;https://fiches-risques.brgm.fr/georisques/casias/SSP3894149
SSP3894150;BASIAS;IDF9305111;TOLERIE;44 rue HENRI BARBUSSE;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4158337;48.881767;https://fiches-risques.brgm.fr/georisques/casias/SSP3894150
SSP3894154;BASIAS;IDF9305115;TAILLANDERIE;15 rue SUGER;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3475614;48.938602;https://fiches-risques.brgm.fr/georisques/casias/SSP3894154
SSP3894156;BASIAS;IDF9305117;BOBINAGE ELECTRIQUE;21 Allée PAVILLONS;93130;93053;NOISY LE SEC;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4645996;48.89514;https://fiches-risques.brgm.fr/georisques/casias/SSP3894156
SSP3894157;BASIAS;IDF9305118;FABRICATION DE PILES ELECTRIQUES;46 rue BEAUREPAIRE;93500;93055;PANTIN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4084134;48.889317;https://fiches-risques.brgm.fr/georisques/casias/SSP3894157
SSP3894161;BASIAS;IDF9305122;MIROIRS METALLIQUES;20 rue GOULET;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3779411;48.91397;https://fiches-risques.brgm.fr/georisques/casias/SSP3894161
SSP3894162;BASIAS;IDF9305123;FABRICATION D'INSTRUMENTS DE PESAGE;29 rue FRATERNITE;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4220166;48.861477;https://fiches-risques.brgm.fr/georisques/casias/SSP3894162
SSP3894163;BASIAS;IDF9305124;FABRICATION D'EPINGLES A CHEVEUX;21 rue FRANÇOIS ARAGO;93500;93055;PANTIN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4188924;48.89274;https://fiches-risques.brgm.fr/georisques/casias/SSP3894163
SSP3894164;BASIAS;IDF9305125;OUTILLAGE DE PRECISION;4 rue DU PORTAL;93250;93077;VILLEMOMBLE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.5020576;48.892826;https://fiches-risques.brgm.fr/georisques/casias/SSP3894164
SSP3894167;BASIAS;IDF9305128;OUTILLAGE;111 rue CHAPELLE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3430803;48.906956;https://fiches-risques.brgm.fr/georisques/casias/SSP3894167
SSP3894168;BASIAS;IDF9305129;DECORATION SUR METAUX;82 rue VINCENNES;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4192102;48.862125;https://fiches-risques.brgm.fr/georisques/casias/SSP3894168
SSP3894171;BASIAS;IDF9305132;POLISSAGE DES METAUX;57 rue NOISY-LE-SEC;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4138172;48.873775;https://fiches-risques.brgm.fr/georisques/casias/SSP3894171
SSP3894172;BASIAS;IDF9305133;TOLERIE - CHAUDRONNERIE;231 rue NOISY-LE-SEC;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.424936;48.87847;https://fiches-risques.brgm.fr/georisques/casias/SSP3894172
SSP3894173;BASIAS;IDF9305134;FONDERIE DE METAUX ET ALLIAGES;223 rue NOISY-LE-SEC;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4244318;48.87848;https://fiches-risques.brgm.fr/georisques/casias/SSP3894173
SSP3894174;BASIAS;IDF9305135;FONDERIE DE METAUX ET ALLIAGES;171 rue NOISY-LE-SEC;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4187303;48.877026;https://fiches-risques.brgm.fr/georisques/casias/SSP3894174
SSP3894175;BASIAS;IDF9305136;"MECANIQUE ET OUTILLAGE DE PRECISION ; TRAVAIL DES METAUX";117 rue NOISY-LE-SEC;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4164786;48.875725;https://fiches-risques.brgm.fr/georisques/casias/SSP3894175
SSP3894176;BASIAS;IDF9305137;FABRICATION DE LITS;33 rue GRANDE RUE;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.404127;48.886;https://fiches-risques.brgm.fr/georisques/casias/SSP3894176
SSP3894177;BASIAS;IDF9305138;DECOLLETAGE;4 rue FONTENAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4430025;48.859802;https://fiches-risques.brgm.fr/georisques/casias/SSP3894177
SSP3894178;BASIAS;IDF9305139;DECOLLETAGE DES METAUX;35 rue RAMENAS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.449262;48.87353;https://fiches-risques.brgm.fr/georisques/casias/SSP3894178
SSP3894179;BASIAS;IDF9305140;TRAVAIL DU BOIS;123 rue PIERRE DE MONTREUIL;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4640691;48.86362;https://fiches-risques.brgm.fr/georisques/casias/SSP3894179
SSP3894180;BASIAS;IDF9305141;MENUISERIE;55 rue RENARDIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4619915;48.87757;https://fiches-risques.brgm.fr/georisques/casias/SSP3894180
SSP3894181;BASIAS;IDF9305142;TRAVAIL DES METAUX;126 rue PIERRE DE MONTREUIL;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4657984;48.862965;https://fiches-risques.brgm.fr/georisques/casias/SSP3894181
SSP3894182;BASIAS;IDF9305143;"DECOUPAGE DES METAUX ; DLI";40 rue MALOT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.444886;48.854702;https://fiches-risques.brgm.fr/georisques/casias/SSP3894182
SSP3894183;BASIAS;IDF9305144;TRAVAIL DU BOIS;53 boulevard PAUL VAILLANT COUTURIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4446118;48.866573;https://fiches-risques.brgm.fr/georisques/casias/SSP3894183
SSP3894184;BASIAS;IDF9305145;TOLERIE;38 boulevard BELFORT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.44502;48.86623;https://fiches-risques.brgm.fr/georisques/casias/SSP3894184
SSP3894185;BASIAS;IDF9305146;"TRAVAIL DU BOIS ; APPLICATION DE PEINTURE ET VERNIS";1 rue PEUPLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4324653;48.86582;https://fiches-risques.brgm.fr/georisques/casias/SSP3894185
SSP3894186;BASIAS;IDF9305147;TRAVAIL DU BOIS;39 rue MOLIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4433393;48.85796;https://fiches-risques.brgm.fr/georisques/casias/SSP3894186
SSP3894187;BASIAS;IDF9305148;FERBLANTERIE;4 Place JAVEAU;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3391798;48.93745;https://fiches-risques.brgm.fr/georisques/casias/SSP3894187
SSP3894188;BASIAS;IDF9305149;"ESSAI DES MOTEURS ; CHAUDRONNERIE ; CONSTRUCTION NAVALE"; avenue JEAN JAURES;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.337692;48.93641;https://fiches-risques.brgm.fr/georisques/casias/SSP3894188
SSP3894189;BASIAS;IDF9305150;"ENGRENAGES DE HAUTE PRECISION, ELEMENTS DE TRANSMISION, REDUCTEUR PLANETAIRE, BOITES DE VITESSES";62 avenue JEAN JAURES;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3376238;48.937325;https://fiches-risques.brgm.fr/georisques/casias/SSP3894189
SSP3894190;BASIAS;IDF9305151;GARAGE AUTOMOBILE;21 avenue JEAN JAURES;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3385792;48.934402;https://fiches-risques.brgm.fr/georisques/casias/SSP3894190
SSP3894191;BASIAS;IDF9305152;FABRICATION DE BOITES METALLIQUES;150 rue VIVIER;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.39172;48.912754;https://fiches-risques.brgm.fr/georisques/casias/SSP3894191
SSP3894192;BASIAS;IDF9305153;EMBOUTISSAGE;39 rue TREVET;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3932815;48.90591;https://fiches-risques.brgm.fr/georisques/casias/SSP3894192
SSP3894193;BASIAS;IDF9305154;FABRICATION DE TUBES;115 rue PANTIN;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.408521;48.88822;https://fiches-risques.brgm.fr/georisques/casias/SSP3894193
SSP3894194;BASIAS;IDF9305155;FABRICATION D'ECREMEUSES;114 avenue BATIGNOLLES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3306801;48.903522;https://fiches-risques.brgm.fr/georisques/casias/SSP3894194
SSP3894195;BASIAS;IDF9305156;"SERRURERIE ; DLI ; VERNISSAGE";116 rue LANDY;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3425353;48.91374;https://fiches-risques.brgm.fr/georisques/casias/SSP3894195
SSP3894196;BASIAS;IDF9305157;GARAGE AUTOMOBILE;118 rue LANDY;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.34274;48.913826;https://fiches-risques.brgm.fr/georisques/casias/SSP3894196
SSP3894197;BASIAS;IDF9305158;"FABRICATION DE CERUSE, BLANC DE ZINC";13 rue LANDY;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.332766;48.91735;https://fiches-risques.brgm.fr/georisques/casias/SSP3894197
SSP3894198;BASIAS;IDF9305159;APPRET DE METAUX PRECIEUX;32 rue DOMBASLE;93130;93053;NOISY LE SEC;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4637809;48.894936;https://fiches-risques.brgm.fr/georisques/casias/SSP3894198
SSP3894199;BASIAS;IDF9305160;MECANIQUE DE PRECISION;36 rue LOUIS DAVID;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4150841;48.873253;https://fiches-risques.brgm.fr/georisques/casias/SSP3894199
SSP3894209;BASIAS;IDF9305170;"CHAUDRONNERIE ; THERMO PLASTIQUE ; DLI";17 rue LOUIS BLANC;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.407727;48.886055;https://fiches-risques.brgm.fr/georisques/casias/SSP3894209
SSP3894200;BASIAS;IDF9305161;FABRICATION DE PRODUITS POUR LA CHAUSSURE ET L'ENTRETIEN;30 rue LOUIS DAVID;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4149067;48.873074;https://fiches-risques.brgm.fr/georisques/casias/SSP3894200
SSP3894201;BASIAS;IDF9305162;DECOUPAGE DE METAUX;9 rue LOUIS DAVID;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4139383;48.872875;https://fiches-risques.brgm.fr/georisques/casias/SSP3894201
SSP3894202;BASIAS;IDF9305163;FABRICATION DE LITS METALLIQUES;44 rue LOUIS-DAVID;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.415589;48.873665;https://fiches-risques.brgm.fr/georisques/casias/SSP3894202
SSP3894203;BASIAS;IDF9305164;FABRICATION DE LITS;2 rue LOUIS DAVID;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4139378;48.872437;https://fiches-risques.brgm.fr/georisques/casias/SSP3894203
SSP3894204;BASIAS;IDF9305165;FABRICATION DE CYCLES ET CADRES;216 avenue PASTEUR;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4254365;48.876167;https://fiches-risques.brgm.fr/georisques/casias/SSP3894204
SSP3894205;BASIAS;IDF9305166;CARTONNAGE;26 boulevard ANATOLE FRANCE;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3821456;48.916435;https://fiches-risques.brgm.fr/georisques/casias/SSP3894205
SSP3894206;BASIAS;IDF9305167;"FABRICATION DE PAPIERS COUCHES ; ENTREPOTS";34 boulevard ANATOLE FRANCE;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3829799;48.918423;https://fiches-risques.brgm.fr/georisques/casias/SSP3894206
SSP3894207;BASIAS;IDF9305168;"PAPETERIE ; FABRICATION DE SACS DE PAPIER";2 rue VIVIER;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3885841;48.90155;https://fiches-risques.brgm.fr/georisques/casias/SSP3894207
SSP3894208;BASIAS;IDF9305169;FABRICATION D'ENCAUSTIQUE;24 rue LOUIS BLANC;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4085174;48.885666;https://fiches-risques.brgm.fr/georisques/casias/SSP3894208
SSP3894210;BASIAS;IDF9305171;VERNISSAGE DE METAUX;34 rue LOUIS BLANC;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4090493;48.88573;https://fiches-risques.brgm.fr/georisques/casias/SSP3894210
SSP3894211;BASIAS;IDF9305172;FABRICATION DE MEUBLES METALLIQUES;24 rue EMILE AUGIER;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4011238;48.88345;https://fiches-risques.brgm.fr/georisques/casias/SSP3894211
SSP3894212;BASIAS;IDF9305173;FABRICATION DE LITS METALLIQUES;256 rue ROSNY;93140;93010;BONDY;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4710448;48.90303;https://fiches-risques.brgm.fr/georisques/casias/SSP3894212
SSP3894213;BASIAS;IDF9305174;"INDUSTRIE DE LA SOIE ; SOIE ECRUE ET TEINTEE";12 rue 40738;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4159684;48.88076;https://fiches-risques.brgm.fr/georisques/casias/SSP3894213
SSP3894214;BASIAS;IDF9305175;CHAUDRONNERIE INDUSTRIELLE;102 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4156387;48.86186;https://fiches-risques.brgm.fr/georisques/casias/SSP3894214
SSP3894215;BASIAS;IDF9305176;FABRICATION DE MEUBLES METALLIQUES;125 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4157457;48.86059;https://fiches-risques.brgm.fr/georisques/casias/SSP3894215
SSP3894216;BASIAS;IDF9305177;"DECOUPAGE, EMBOUTISSAGE ET TREMPE DES METAUX";40 bis avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.416583;48.86424;https://fiches-risques.brgm.fr/georisques/casias/SSP3894216
SSP3894217;BASIAS;IDF9305178;"FILATURE, TEINTURE";28 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.416926;48.865543;https://fiches-risques.brgm.fr/georisques/casias/SSP3894217
SSP3894218;BASIAS;IDF9305179;FABRICATION DE SCIES;78 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4161863;48.863342;https://fiches-risques.brgm.fr/georisques/casias/SSP3894218
SSP3894219;BASIAS;IDF9305180;RECUPERATION DE CHIFFONS ET METAUX;177 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4148018;48.85834;https://fiches-risques.brgm.fr/georisques/casias/SSP3894219
SSP3894220;BASIAS;IDF9305181;"CHAUDRONNERIE INOXYDABLE ; TUYAUTERIE INDUSTRIELLE";3 rue PIERRE CURIE;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.381468;48.921677;https://fiches-risques.brgm.fr/georisques/casias/SSP3894220
SSP3894221;BASIAS;IDF9305182;IMPRIMERIE;10 rue PIERRE CURIE;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3820407;48.921085;https://fiches-risques.brgm.fr/georisques/casias/SSP3894221
SSP3894222;BASIAS;IDF9305183;GARAGE AUTOMOBILE;45 rue PIERRE CURIE;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.385984;48.920597;https://fiches-risques.brgm.fr/georisques/casias/SSP3894222
SSP3894223;BASIAS;IDF9305184;IMPRIMERIE;49 bis rue PARMENTIER;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3821661;48.923954;https://fiches-risques.brgm.fr/georisques/casias/SSP3894223
SSP3894224;BASIAS;IDF9305185;TISSAGE;14 avenue PETITS PONTS;93000;93008;BOBIGNY;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.41917;48.903923;https://fiches-risques.brgm.fr/georisques/casias/SSP3894224
SSP3894225;BASIAS;IDF9305186;IMPRIMERIE;19 rue REPUBLIQUE;93350;93013;LE BOURGET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4240825;48.936188;https://fiches-risques.brgm.fr/georisques/casias/SSP3894225
SSP3894226;BASIAS;IDF9305187;IMPRIMERIE;40 avenue GARE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.3289478;48.90365;https://fiches-risques.brgm.fr/georisques/casias/SSP3894226
SSP3894227;BASIAS;IDF9305188;TOLERIE;178 avenue PASTEUR;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4221506;48.8761;https://fiches-risques.brgm.fr/georisques/casias/SSP3894227
SSP3894228;BASIAS;IDF9305189;CARTONNAGES ET IMPRIMERIE;135 rue VINCENNES;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4204755;48.86082;https://fiches-risques.brgm.fr/georisques/casias/SSP3894228
SSP3894229;BASIAS;IDF9305190;CASSE AUTOMOBILE;57 rue VINCENNES;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4189136;48.864193;https://fiches-risques.brgm.fr/georisques/casias/SSP3894229
