code_metier;nom_etablissement;adresse;code_postal;code_insee;nom_commune;code_departement;nom_departement;code_region;nom_region;etat_activite;x_wgs84;y_wgs84;fiche_risque
SSP3889642;;TUILERIES Les;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3475738;48.93284;https://fiches-risques.brgm.fr/georisques/casias/SSP3889642
SSP3889643;;"1 rue Gare de la, actuelle rue AMBROISE CROIZAT";93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3472874;48.93368;https://fiches-risques.brgm.fr/georisques/casias/SSP3889643
SSP3889644;;4 rue DENFERT ROCHEREAU;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.350099;48.933277;https://fiches-risques.brgm.fr/georisques/casias/SSP3889644
SSP3889645;;7 rue DENFERT ROCHEREAU;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.350563;48.932907;https://fiches-risques.brgm.fr/georisques/casias/SSP3889645
SSP3889646;;9 rue DENFERT ROCHEREAU;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3505492;48.932766;https://fiches-risques.brgm.fr/georisques/casias/SSP3889646
SSP3889647;;16 Square PIERRE DE GEYTER;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3516412;48.932144;https://fiches-risques.brgm.fr/georisques/casias/SSP3889647
SSP3889648;;41 boulevard MARCEL SEMBAT;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3511362;48.932972;https://fiches-risques.brgm.fr/georisques/casias/SSP3889648
SSP3889649;;1 rue MOREAU;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3505497;48.934177;https://fiches-risques.brgm.fr/georisques/casias/SSP3889649
SSP3889667;;65 rue PAUL ELUARD;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.342511;48.941128;https://fiches-risques.brgm.fr/georisques/casias/SSP3889667
SSP3889668;;79 rue PAUL ELUARD;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3421013;48.941307;https://fiches-risques.brgm.fr/georisques/casias/SSP3889668
SSP3889669;;17 rue BRICHE de la;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3408592;48.94201;https://fiches-risques.brgm.fr/georisques/casias/SSP3889669
SSP3889670;;10 avenue STALINGRAD de;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3603;48.9443;https://fiches-risques.brgm.fr/georisques/casias/SSP3889670
SSP3889671;;14 avenue JEAN MOULIN;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3651175;48.941376;https://fiches-risques.brgm.fr/georisques/casias/SSP3889671
SSP3889672;;139 rue GABRIEL PERI;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3553722;48.942204;https://fiches-risques.brgm.fr/georisques/casias/SSP3889672
SSP3889673;;54 avenue JEAN JAURES;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3615658;48.9363;https://fiches-risques.brgm.fr/georisques/casias/SSP3889673
SSP3889674;;"112 avenue PAUL VAILLANT COUTURIER, ex 110";93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3678033;48.93555;https://fiches-risques.brgm.fr/georisques/casias/SSP3889674
SSP3889683;;8 bis rue AUBERT d';93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3548346;48.931236;https://fiches-risques.brgm.fr/georisques/casias/SSP3889683
SSP3889684;;40 rue LEGION D'HONNEUR de la;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3569777;48.932007;https://fiches-risques.brgm.fr/georisques/casias/SSP3889684
SSP3889685;;37 rue LEGION D'HONNEUR de la;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3573189;48.93192;https://fiches-risques.brgm.fr/georisques/casias/SSP3889685
SSP3889686;;"rue TOUL de; rue d'AUBERVILLIERS";93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3582606;48.93192;https://fiches-risques.brgm.fr/georisques/casias/SSP3889686
SSP3889687;;19 rue PINEL;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.358574;48.931965;https://fiches-risques.brgm.fr/georisques/casias/SSP3889687
SSP3889688;;12 Impasse PICOU;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3595023;48.931324;https://fiches-risques.brgm.fr/georisques/casias/SSP3889688
SSP3889689;;51 rue LEGION D'HONNEUR de la;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.356909;48.930805;https://fiches-risques.brgm.fr/georisques/casias/SSP3889689
SSP3889690;;"rue DANIELLE CASANOVA ; place PORTE DE PARIS";93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3587103;48.930183;https://fiches-risques.brgm.fr/georisques/casias/SSP3889690
SSP3889776;;70 rue SAINT-DENIS;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3360543;48.919365;https://fiches-risques.brgm.fr/georisques/casias/SSP3889776
SSP3889777;;66 rue SAINT-DENIS;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3357546;48.918938;https://fiches-risques.brgm.fr/georisques/casias/SSP3889777
SSP3889778;;18 rue PARC du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3361225;48.918053;https://fiches-risques.brgm.fr/georisques/casias/SSP3889778
SSP3889779;;"18 rue PARC PROLONGEE du, actuelle rue SALVADORE ALLENDE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3358908;48.916985;https://fiches-risques.brgm.fr/georisques/casias/SSP3889779
SSP3889780;;"31 rue LANDY du ; 9 rue RABELAIS ; 54 boulevard JEAN JAURES";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3359725;48.916245;https://fiches-risques.brgm.fr/georisques/casias/SSP3889780
SSP3889781;;72 rue LANDY du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.337528;48.915573;https://fiches-risques.brgm.fr/georisques/casias/SSP3889781
SSP3889782;;37 rue DOCTEUR BASSET du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3352776;48.915558;https://fiches-risques.brgm.fr/georisques/casias/SSP3889782
SSP3889783;;23 rue LANDY du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3349493;48.91656;https://fiches-risques.brgm.fr/georisques/casias/SSP3889783
SSP3889792;;13 rue SAINT-DENIS;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3312242;48.91739;https://fiches-risques.brgm.fr/georisques/casias/SSP3889792
SSP3889793;;41 rue ALBERT DHALENNE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3309786;48.91605;https://fiches-risques.brgm.fr/georisques/casias/SSP3889793
SSP3889794;;41 rue PARIS de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.33162;48.915806;https://fiches-risques.brgm.fr/georisques/casias/SSP3889794
SSP3889795;;57 rue PARIS de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3323298;48.9147;https://fiches-risques.brgm.fr/georisques/casias/SSP3889795
SSP3889796;;"63 rue ALBERT DHALENNE, ex rue de PARIS";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3327253;48.914635;https://fiches-risques.brgm.fr/georisques/casias/SSP3889796
SSP3889797;;8 Impasse GENDARMERIE de la;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3329573;48.91451;https://fiches-risques.brgm.fr/georisques/casias/SSP3889797
SSP3889798;;73 rue ALBERT DHALENNE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3339944;48.91398;https://fiches-risques.brgm.fr/georisques/casias/SSP3889798
SSP3889799;;46 boulevard JEAN JAURES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3353314;48.913403;https://fiches-risques.brgm.fr/georisques/casias/SSP3889799
SSP3889816;;12 rue EMILE CORDON;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.337296;48.91221;https://fiches-risques.brgm.fr/georisques/casias/SSP3889816
SSP3889817;;"2 bis rue EMILE CORDON ;14 rue EMILE CORDON";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3375416;48.91219;https://fiches-risques.brgm.fr/georisques/casias/SSP3889817
SSP3889818;;102 ter rue LANDY du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3415258;48.91409;https://fiches-risques.brgm.fr/georisques/casias/SSP3889818
SSP3889819;;94 rue LANDY du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3409662;48.913918;https://fiches-risques.brgm.fr/georisques/casias/SSP3889819
SSP3889820;;27 rue EMILE CORDON;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3410344;48.91318;https://fiches-risques.brgm.fr/georisques/casias/SSP3889820
SSP3889821;;28 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3419485;48.91185;https://fiches-risques.brgm.fr/georisques/casias/SSP3889821
SSP3889822;;13 rue GODEFROY;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3414164;48.9112;https://fiches-risques.brgm.fr/georisques/casias/SSP3889822
SSP3889823;;16 avenue MARRONNIERS des et 18 à 20 rue ALPHONSE HELBRONNER;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3396153;48.910923;https://fiches-risques.brgm.fr/georisques/casias/SSP3889823
SSP3889839;;15 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.346137;48.91236;https://fiches-risques.brgm.fr/georisques/casias/SSP3889839
SSP3889840;;17 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3449636;48.9121;https://fiches-risques.brgm.fr/georisques/casias/SSP3889840
SSP3889841;;19 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3462734;48.911957;https://fiches-risques.brgm.fr/georisques/casias/SSP3889841
SSP3889842;;23 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.346096;48.91156;https://fiches-risques.brgm.fr/georisques/casias/SSP3889842
SSP3889843;;28 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.343845;48.911434;https://fiches-risques.brgm.fr/georisques/casias/SSP3889843
SSP3889844;;"44 avenue MICHELET, actuellement situé rue du docteur BAUER";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.343299;48.909565;https://fiches-risques.brgm.fr/georisques/casias/SSP3889844
SSP3889845;;"48 avenue MICHELET, ex 50 avenue MICHELET";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3435445;48.90925;https://fiches-risques.brgm.fr/georisques/casias/SSP3889845
SSP3889846;;56 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3438582;48.90906;https://fiches-risques.brgm.fr/georisques/casias/SSP3889846
SSP3889864;;rue PIERRE CURIE et rue ETIENNE DOLET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3398333;48.90478;https://fiches-risques.brgm.fr/georisques/casias/SSP3889864
SSP3889865;;35 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3411129;48.90471;https://fiches-risques.brgm.fr/georisques/casias/SSP3889865
SSP3889866;;"71 rue ROSIERS des, ex 37 rue des ROSIERS + chemin des ROSIERS (anciennement 5 cité CAGIN)";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3422616;48.90467;https://fiches-risques.brgm.fr/georisques/casias/SSP3889866
SSP3889867;;114 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3430119;48.905247;https://fiches-risques.brgm.fr/georisques/casias/SSP3889867
SSP3889868;;89 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3446624;48.90467;https://fiches-risques.brgm.fr/georisques/casias/SSP3889868
SSP3889869;;22 rue EUGENE BERTHOUD;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3461905;48.905815;https://fiches-risques.brgm.fr/georisques/casias/SSP3889869
SSP3889870;;143 rue du DOCTEUR BAUER;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.346395;48.905106;https://fiches-risques.brgm.fr/georisques/casias/SSP3889870
SSP3889871;;47 rue EUGENE BERTHOULD;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.347991;48.90547;https://fiches-risques.brgm.fr/georisques/casias/SSP3889871
SSP3889888;;75 rue JEAN HENRI FABRE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3429568;48.901436;https://fiches-risques.brgm.fr/georisques/casias/SSP3889888
SSP3889889;;142 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.342234;48.901688;https://fiches-risques.brgm.fr/georisques/casias/SSP3889889
SSP3889890;;134 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.341852;48.90201;https://fiches-risques.brgm.fr/georisques/casias/SSP3889890
SSP3889891;;126 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3410199;48.902477;https://fiches-risques.brgm.fr/georisques/casias/SSP3889891
SSP3889892;;77 rue ROSIERS des et 19 à 23 rue BIRON;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.342016;48.90388;https://fiches-risques.brgm.fr/georisques/casias/SSP3889892
SSP3889893;;31 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3390148;48.904324;https://fiches-risques.brgm.fr/georisques/casias/SSP3889893
SSP3889894;;90 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3384147;48.903988;https://fiches-risques.brgm.fr/georisques/casias/SSP3889894
SSP3889895;;110 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3392057;48.903233;https://fiches-risques.brgm.fr/georisques/casias/SSP3889895
SSP3889904;;23 rue GAMBETTA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3349771;48.904617;https://fiches-risques.brgm.fr/georisques/casias/SSP3889904
SSP3889905;;"17 rue CHARLES SCHMIDT, ex rue MONTMARTRE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.333613;48.90505;https://fiches-risques.brgm.fr/georisques/casias/SSP3889905
SSP3889906;;15 rue KLEBER;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.334063;48.905525;https://fiches-risques.brgm.fr/georisques/casias/SSP3889906
SSP3889907;;4 rue GAMBETTA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3356318;48.905636;https://fiches-risques.brgm.fr/georisques/casias/SSP3889907
SSP3889908;;rue LANDY du;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3632472;48.914867;https://fiches-risques.brgm.fr/georisques/casias/SSP3889908
SSP3889909;;1 rue GAMBETTA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.336314;48.905643;https://fiches-risques.brgm.fr/georisques/casias/SSP3889909
SSP3889910;;2 boulevard BIRON;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3358228;48.90647;https://fiches-risques.brgm.fr/georisques/casias/SSP3889910
SSP3889911;;"10 rue MARITON et  6 rue JEAN BAPTISTE CLEMENT ; 7 rue JEAN BAPTISTE CLEMENT";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3368866;48.906345;https://fiches-risques.brgm.fr/georisques/casias/SSP3889911
SSP3889928;;30 rue ANSELME;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3350587;48.90952;https://fiches-risques.brgm.fr/georisques/casias/SSP3889928
SSP3889929;;"43 rue ANSELME, ex 33 rue ANSELME ; 27 rue AMBROISE CROIZAT ex 27 rue LIEUTADES";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3359318;48.909412;https://fiches-risques.brgm.fr/georisques/casias/SSP3889929
SSP3889930;;17 rue HERMET de l';93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.335659;48.908962;https://fiches-risques.brgm.fr/georisques/casias/SSP3889930
SSP3889931;;25 rue HERMET de l';93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.336041;48.908672;https://fiches-risques.brgm.fr/georisques/casias/SSP3889931
SSP3889932;;34 rue de l' HERMET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.336232;48.908306;https://fiches-risques.brgm.fr/georisques/casias/SSP3889932
SSP3889933;;"8 rue ALEXANDRE BACHELET, ex 8 rue du CENTRE ex 14 rue du CENTRE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3354142;48.90842;https://fiches-risques.brgm.fr/georisques/casias/SSP3889933
SSP3889934;;9 rue JEAN;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3342266;48.909313;https://fiches-risques.brgm.fr/georisques/casias/SSP3889934
SSP3889935;;27 avenue GABRIEL PERI;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3335717;48.90898;https://fiches-risques.brgm.fr/georisques/casias/SSP3889935
SSP3889952;;31 rue FARCOT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3300252;48.90523;https://fiches-risques.brgm.fr/georisques/casias/SSP3889952
SSP3889953;;12 rue RASPAIL;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3299434;48.904755;https://fiches-risques.brgm.fr/georisques/casias/SSP3889953
SSP3889954;;103 avenue BATIGNOLLES des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3313076;48.90372;https://fiches-risques.brgm.fr/georisques/casias/SSP3889954
SSP3889955;;"44 rue CHARLES SCHMIDT, ex 34, 44, 50 rue MONTMARTRE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3327696;48.903202;https://fiches-risques.brgm.fr/georisques/casias/SSP3889955
SSP3889956;;60 rue CHARLES SCHMIDT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3339148;48.902744;https://fiches-risques.brgm.fr/georisques/casias/SSP3889956
SSP3889957;;47 rue CHARLES SCHMIDT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3348963;48.901943;https://fiches-risques.brgm.fr/georisques/casias/SSP3889957
SSP3889958;;64 rue CHARLES SCHMIDT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3338723;48.902443;https://fiches-risques.brgm.fr/georisques/casias/SSP3889958
SSP3889959;;3 Impasse TROIS BORNES des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.334759;48.90221;https://fiches-risques.brgm.fr/georisques/casias/SSP3889959
SSP3889976;;75 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3291109;48.907597;https://fiches-risques.brgm.fr/georisques/casias/SSP3889976
SSP3889977;;83 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3277192;48.9079;https://fiches-risques.brgm.fr/georisques/casias/SSP3889977
SSP3889978;;87 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3274875;48.907738;https://fiches-risques.brgm.fr/georisques/casias/SSP3889978
SSP3889979;;15 boulevard CLICHY de et 126  VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3238451;48.906723;https://fiches-risques.brgm.fr/georisques/casias/SSP3889979
SSP3889980;;15 boulevard CLICHY de et 126  VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.323204;48.906487;https://fiches-risques.brgm.fr/georisques/casias/SSP3889980
SSP3889981;;122 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3232586;48.906208;https://fiches-risques.brgm.fr/georisques/casias/SSP3889981
SSP3890000;;45 rue ARAGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3245356;48.90347;https://fiches-risques.brgm.fr/georisques/casias/SSP3890000
SSP3889982;;130 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3228495;48.905815;https://fiches-risques.brgm.fr/georisques/casias/SSP3889982
SSP3889991;;"25 rue EMILE ZOLA ; 1 rue LA FONTAINE ; rue TOULOUSE LAUTREC ; 47 avenue de LA PORTE DE ST-OUEN";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.327011;48.901814;https://fiches-risques.brgm.fr/georisques/casias/SSP3889991
SSP3889992;;12 Place PAYRET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3260972;48.901955;https://fiches-risques.brgm.fr/georisques/casias/SSP3889992
SSP3889993;;"1 rue FONTAINE LA ; 43 - 45 rue EMILE ZOLA";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3268476;48.901722;https://fiches-risques.brgm.fr/georisques/casias/SSP3889993
SSP3889994;;5 rue FONTAINE LA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.327202;48.901443;https://fiches-risques.brgm.fr/georisques/casias/SSP3889994
SSP3889995;;53 rue EMILE ZOLA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3264792;48.90151;https://fiches-risques.brgm.fr/georisques/casias/SSP3889995
SSP3889996;;"63 rue ARAGO ; 52 rue EMILE ZOLA";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.324365;48.901695;https://fiches-risques.brgm.fr/georisques/casias/SSP3889996
SSP3889997;;6 rue VINCENT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.323042;48.90138;https://fiches-risques.brgm.fr/georisques/casias/SSP3889997
SSP3889998;;94 rue ARAGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.320655;48.900364;https://fiches-risques.brgm.fr/georisques/casias/SSP3889998
SSP3890016;;"96 rue ARDOUIN, ex 22 à 28 rue ARDOUIN";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3261638;48.909313;https://fiches-risques.brgm.fr/georisques/casias/SSP3890016
SSP3890017;;"117 rue ARDOUIN, ex 25 rue ARDOUIN";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.327146;48.90909;https://fiches-risques.brgm.fr/georisques/casias/SSP3890017
SSP3890037;;38 rue ARDOUIN;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3237891;48.912712;https://fiches-risques.brgm.fr/georisques/casias/SSP3890037
